Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2006,9,10,2,21,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2006,11,7,1,25,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2006,12,34,14,58,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2006,12,48,&lt RL,274,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2006,11,69,5,497,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2006,12,27,3,46,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2006,9,29,9,60,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2006,51,16,2,60,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2006,12,16,1,23,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2006,12,15,4,34,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2006,12,28,9,57,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2006,12,17,2,40,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2006,12,26,5,60,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2006,12,36,7,111,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2006,12,27,5,53,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2006,12,25,1,141,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2006,12,12,5,17,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2006,11,20,7,33,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2006,11,18,3,47,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2006,12,29,7,56,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2006,13,18,7,53,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2006,12,12,8,21,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2006,12,11,2,42,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2006,12,9,&lt RL,37,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2006,11,44,&lt RL,116,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2006,12,5,&lt RL,12,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2006,12,28,2,48,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2006,12,14,3,35,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2006,12,39,18,105,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2005,11,7,2,15,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2005,11,55,3,217,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2005,11,17,3,31,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2005,11,13,6,21,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2005,12,10,1,26,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2005,12,15,3,28,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2005,11,46,3,209,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2005,12,23,8,48,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2005,12,25,2,87,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2005,12,6,1,16,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2005,10,50,5,311,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2005,8,9,1,17,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2005,12,13,4,20,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2005,12,14,3,44,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2005,12,13,5,25,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2005,11,25,&lt RL,63,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2005,12,14,4,37,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2005,12,13,4,34,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2005,4,32,18,53,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2005,4,29,21,38,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2005,11,7,2,22,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2005,12,12,&lt RL,22,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2005,12,18,7,36,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2005,12,19,&lt RL,54,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2005,10,30,8,68,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2005,12,15,&lt RL,31,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2005,12,11,2,22,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2005,12,10,3,14,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2005,9,41,10,91,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2005,9,25,4,44,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2005,8,115,3,676,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2005,10,5,&lt RL,14,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2005,12,39,21,67,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2005,12,24,11,37,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2005,7,24,7,35,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2005,11,22,2,112,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2005,10,24,3,104,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2005,52,15,1,66,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2005,10,13,9,25,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2005,12,9,2,15,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2005,12,35,10,102,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2005,12,12,1,19,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2005,12,18,2,35,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2005,12,31,11,84,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2005,12,24,9,42,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2005,11,16,4,45,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2005,11,8,&lt RL,15,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2005,11,16,7,27,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2005,11,31,9,67,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2005,12,30,7,89,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2005,11,15,2,23,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2005,12,11,4,21,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2005,12,12,3,21,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2005,12,5,&lt RL,10,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2005,11,38,4,114,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2005,12,4,1,7,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2005,12,22,10,34,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2005,12,15,1,39,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2005,12,29,8,69,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2004,10,8,6,10,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2004,11,41,6,103,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2004,11,22,10,52,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2004,12,13,8,30,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2004,12,10,2,15,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2004,10,31,9,84,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2004,12,19,12,32,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2004,11,24,12,41,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2004,11,22,14,42,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2004,12,6,2,14,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2004,9,19,5,59,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2004,9,11,&lt RL,33,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2004,12,20,11,31,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2004,12,18,7,28,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2004,12,15,9,24,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2004,12,22,6,47,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2004,12,21,1,47,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2004,12,15,6,31,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2004,8,56,20,145,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2004,6,34,18,55,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2004,10,10,2,28,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2004,12,13,8,25,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2004,12,25,12,84,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2004,12,23,14,39,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2004,10,24,8,57,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2004,12,21,5,32,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2004,12,15,7,28,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2004,12,9,2,13,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2004,11,26,7,44,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2004,9,22,10,33,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2004,7,18,4,66,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2004,9,5,2,9,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2004,12,33,22,43,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2004,10,22,5,47,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2004,10,21,8,43,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2004,7,21,10,40,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2004,11,26,12,54,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2004,52,15,5,30,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2004,12,12,4,23,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2004,12,14,5,41,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2004,11,29,9,50,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2004,11,26,11,61,Des Plaines River,-9782189.77125312,5164756.208222484
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2004,12,15,2,30,North Shore Channel,-9763838.713194087,5164984.791142569
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2004,11,23,10,44,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2004,11,24,14,46,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2004,11,15,4,41,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2004,10,20,9,49,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2004,12,9,&lt RL,21,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2004,10,48,8,247,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2004,11,27,5,42,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2004,12,16,9,41,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2004,12,15,3,35,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2004,11,15,9,39,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2004,12,6,3,10,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2004,9,32,12,48,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2004,11,8,2,25,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2004,11,24,8,41,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2004,12,14,7,28,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2004,11,24,16,42,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2003,10,9,5,18,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2003,10,30,5,70,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2003,10,20,8,48,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2003,12,12,8,20,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2003,12,9,2,22,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2003,10,33,13,90,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2003,13,30,4,99,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2003,13,44,5,158,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2003,11,57,10,191,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2003,12,6,2,18,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2003,10,17,7,36,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2003,9,10,4,18,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2003,12,14,9,20,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2003,11,24,12,50,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2003,12,14,7,27,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2003,11,21,7,37,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2003,12,20,8,36,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2003,12,14,4,33,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2003,3,51,26,63,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2003,5,35,13,69,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2003,11,9,3,24,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2003,13,9,3,26,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2003,12,19,9,38,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2003,3,30,14,45,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2003,8,26,8,54,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2003,12,14,4,23,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2003,11,10,4,16,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2003,12,8,3,12,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2003,11,49,14,82,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2003,11,30,16,55,Little Calumet River,-9753472.181457821,5108772.571885121
