Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2010,12,20,3300,225,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2010,10,230,15000,860,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2010,10,140,5900,1150,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2010,11,240,1600,330,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2010,11,160,1400,830,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2010,11,9,70,20,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2010,7,9,360000,5400,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2010,8,10,2700,25,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2010,12,20,1000,145,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2010,10,120,7800,730,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2010,12,40,2500,200,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2010,8,250,51000,710,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2010,10,50,2200,410,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2010,12,730,23000,3200,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2010,10,400,10000,3600,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2010,1,210,210,210,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2010,6,9,130,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2010,12,2200,13000,5350,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2010,12,30,2400,50,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2010,9,30,3900,160,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2010,10,40,3800,500,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2010,12,180,32000,855,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2010,10,430,20000,1550,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2010,9,410,4700,2000,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2010,8,20,990,205,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2010,10,9,2100,50,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2010,9,150,21000,900,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2010,11,9,230,20,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2010,6,130,10000,690,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2010,9,60,46000,320,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2010,9,40,20000,500,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2010,7,10,440,250,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2010,11,120,760,200,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2010,51,9,4500,90,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2010,11,9,2300,290,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2010,12,9,2000,390,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2010,12,10,340,60,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2010,11,30,6800,1400,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2010,11,9,1100,220,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2010,12,100,1200,390,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2010,11,140,650,300,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2010,10,9,870,105,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2010,11,9,6400,100,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2010,12,50,5900,680,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2010,8,340,7500,1600,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2010,12,20,2900,140,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2010,12,40,770,230,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2010,11,2800,12000,5000,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2010,12,40,13000,940,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2010,12,10,1100,225,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2010,11,680,9300,3900,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2010,9,9,4900,450,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2010,11,30,2600,330,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2010,12,600,10000,5500,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2010,10,90,2300,405,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2009,9,9,10,9,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2009,9,80,2000,940,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2009,12,9,4400,465,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2009,11,30,33000,220,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2009,12,20,760,220,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2009,11,480,4700,1400,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2009,9,140,4500,380,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2009,12,50,2000,240,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2009,11,160,3300,560,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2009,10,9,110,20,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2009,5,310,5900,650,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2009,9,9,81000,40,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2009,12,20,1200,170,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2009,10,60,2400,300,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2009,11,40,1200,470,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2009,12,190,10000,580,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2009,11,30,1200,380,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2009,12,950,20000,3350,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2009,11,480,9500,2400,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2009,4,350,20000,645,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2009,7,10,20,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2009,12,250,45000,5600,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2009,12,9,7500,120,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2009,12,80,6600,380,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2009,11,210,10000,820,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2009,12,430,34000,1000,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2009,11,670,5900,2800,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2009,12,280,110000,3450,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2009,8,30,410,115,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2009,8,9,3200,55,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2009,9,600,42000,2000,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2009,9,10,30000,230,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2009,12,30,3300,605,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2009,10,120,7100,550,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2009,10,190,5800,445,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2009,12,30,1100,170,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2009,9,9,1500,60,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2009,51,9,38000,140,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2009,12,80,2500,300,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2009,11,260,2900,940,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2009,12,9,970,105,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2009,11,9,32000,200,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2009,11,40,1400,200,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2009,11,40,2000,360,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2009,11,70,6700,510,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2009,11,30,1300,120,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2009,10,50,3000,605,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2009,10,20,5800,65,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2009,9,240,27000,2700,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2009,11,9,2100,140,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2009,10,70,3800,550,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2009,10,4000,84000,5900,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2009,12,30,4400,860,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2009,11,40,510,250,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2009,10,980,230000,2050,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2009,12,9,9800,630,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2009,11,40,2000,240,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2009,12,2000,15000,4950,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2009,12,50,1800,600,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2008,9,9,460,30,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2008,11,230,3200,830,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2008,12,120,20000,560,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2008,12,90,1260000,415,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2008,12,20,8400,285,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2008,12,690,7600,2450,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2008,10,380,2200,680,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2008,12,60,4700,290,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2008,11,100,6000,490,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2008,12,9,200,30,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2008,10,20,49000,570,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2008,9,10,2600,240,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2008,12,30,76000,250,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2008,11,160,3500,910,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2008,12,70,120000,320,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2008,11,280,13000,720,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2008,12,130,8300,480,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2008,12,2400,9400,4050,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2008,11,320,37000,1100,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2008,5,210,3200,1300,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2008,9,9,120,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2008,12,3900,15000,7950,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2008,12,30,6200,145,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2008,12,150,16000,455,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2008,10,390,6700,1150,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2008,12,620,260000,2250,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2008,12,730,10000,3050,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2008,12,870,590000,2650,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2008,9,9,830,40,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2008,9,9,640,91,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2008,9,90,14000,1500,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2008,10,9,60000,20,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2008,12,20,4300,1250,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2008,10,130,24000,515,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2008,10,200,9100,1800,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2008,11,20,11000,200,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2008,12,40,1100,260,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2008,51,9,33000,270,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2008,11,150,58000,360,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2008,12,560,210000,2750,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2008,12,9,750,60,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2008,11,120,29000,2200,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2008,11,70,2000,450,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2008,11,120,3400,250,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2008,12,50,3000,680,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2008,11,20,2000,130,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2008,10,9,1800,185,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2008,12,110,32000,855,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2008,11,200,110000,3100,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2008,12,10,3900,90,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2008,12,90,58000,565,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2008,12,3800,11000,7550,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2008,12,30,15000,2250,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2008,12,100,160000,650,Chicago River,-9755339.676982595,5144145.544547021
