Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2020,11,590,12000,4200,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2020,12,10,20000,155,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2020,11,9,660,20,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2020,46,9,17000,120,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2020,11,9,21000,40,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2020,12,9,130,40,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2020,12,80,5200,205,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2020,10,9,590,70,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2020,12,350,24000,980,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2020,10,70,16000,300,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2020,12,40,16000,305,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2020,11,30,51000,680,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2020,12,9,2500,295,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2020,12,20,680,145,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2020,12,91,21000,390,North Branch Chicago River,-9762427.895694703,5155720.021993471
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2019,12,40,2900,325,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2019,9,9,520,160,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2019,11,140,7100,550,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2019,10,140,23000,2450,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2019,11,40,4900,280,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2019,11,540,4000,1000,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2019,11,50,14000,230,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2019,11,9,390,110,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2019,10,9,47000,605,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2019,10,9,210,20,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2019,12,9,15000,675,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2019,12,120,8700,535,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2019,11,40,13000,530,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2019,10,20,4200,70,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2019,11,580,35000,4200,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2019,11,20,20000,370,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2019,10,9,230,30,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2019,48,9,124000,230,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2019,9,40,5900,110,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2019,11,10,440,140,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2019,10,190,810,360,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2019,10,9,21000,235,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2019,11,170,28000,830,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2019,11,120,2000,610,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2019,12,99,12000,275,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2019,11,60,5200,340,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2019,9,10,31000,210,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2019,4,120,520,350,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2019,8,230,5600,320,North Branch Chicago River,-9762427.895694703,5155720.021993471
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2018,9,70,51000,650,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2018,10,9,82000,115,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2018,12,140,8800,1750,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2018,12,30,6600,285,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2018,10,120,8600,500,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2018,11,410,9100,730,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2018,12,40,20000,280,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2018,11,9,780,120,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2018,12,10,860,80,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2018,8,9,2300,75,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2018,12,40,11000,785,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2018,9,90,2900,300,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2018,9,40,25000,1800,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2018,12,10,1100,90,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2018,11,1100,8800,4000,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2018,10,9,2200,590,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2018,12,9,170,10,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2018,49,9,1400,160,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2018,10,20,710,350,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2018,12,9,13000,95,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2018,10,70,7200,585,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2018,12,9,780,35,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2018,10,1400,45000,2850,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2018,11,170,2300,680,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2018,11,91,8800,240,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2018,11,210,2200,370,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2018,12,20,5400,565,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2018,5,30,560,280,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2017,11,100,2800,200,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2017,12,9,11400000,620,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2017,12,100,15000,2550,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2017,11,30,9500,270,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2017,12,30,3100,345,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2017,12,130,4700,630,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2017,11,80,2100,300,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2017,11,9,830,110,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2017,12,9,150000,140,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2017,11,10,510,50,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2017,12,160,3200,910,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2017,11,140,2900,420,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2017,3,110,1200,270,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2017,11,20,2900,70,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2017,12,1300,62000,6400,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2017,10,40,5100,130,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2017,11,9,140,10,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2017,46,9,18000,140,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2017,12,20,110000,1490,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2017,12,9,28000,35,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,Higgins Creek at Oakton Street,Fecal Coliform ,CFU/100mL,2017,7,140,30000,260,Higgins Creek,-9790431.138942767,5164381.759368491
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2017,12,140,14000,480,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2017,11,10,2000,30,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2017,11,550,34000,3400,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2017,12,60,480000,980,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2017,12,10,10000,255,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2017,12,130,16000,2850,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2017,12,9,23000,700,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2017,11,30,39000,240,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2016,11,50,5500,450,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2016,8,10,280000,85,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2016,12,9,7100,1200,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2016,9,20,5300,290,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2016,12,9,650,210,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2016,12,40,1200,420,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2016,9,9,11000,330,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2016,10,9,11000,50,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2016,10,9,920,120,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2016,9,10,310,50,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2016,12,9,4600,350,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2016,11,80,3800,520,North Branch Chicago River,-9760793.273420712,5150867.342273781
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2016,9,9,2300,40,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2016,11,1100,31000,2500,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2016,9,9,900,50,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2016,9,9,110,10,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2016,46,9,3200,90,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2016,11,50,2000,270,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2016,12,9,360,80,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,Higgins Creek at Oakton Street,Fecal Coliform ,CFU/100mL,2016,8,40,2100,615,Higgins Creek,-9790431.138942767,5164381.759368491
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2016,12,30,1300,195,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2016,10,9,1400,45,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2016,11,9,23000,3100,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2016,11,40,4100,260,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2016,11,20,31000,150,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2016,10,140,23000,2700,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2016,11,9,2700,380,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2016,11,9,660,90,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2015,9,150,6900,480,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2015,10,20,600000,65,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2015,12,200,180000,885,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2015,10,60,20000,450,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2015,11,60,150000,390,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2015,10,90,540000,505,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2015,11,20,2500,580,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2015,12,9,140000,155,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2015,10,20,7700,605,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2015,9,20,2100,140,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2015,11,240,5300,500,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2015,12,950,31000,4700,North Branch Chicago River,-9760793.273420712,5150867.342273781
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2015,10,50,39000,2400,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2015,12,290,88000,3900,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2015,9,9,230000,290,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2015,9,9,290,10,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2015,51,9,5300,90,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2015,11,30,43000,590,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2015,12,9,3500,70,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2015,10,50,200000,440,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2015,11,10,2600,90,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2015,9,300,1100000,5800,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2015,10,20,19000,315,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2015,12,3400,25000,7800,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2015,12,160,43000,3800,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2015,10,9,84000,205,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2015,9,10,1100,140,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2014,11,200,11000,600,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2014,11,10,310000,310,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2014,11,20,42000,3300,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2014,11,180,3500,1100,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2014,10,70,2900,250,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2014,9,99,4900,630,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2014,10,50,570000,865,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2014,11,9,700,270,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2014,11,130,53000,1500,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2014,9,9,36000,270,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2014,11,20,8000,500,Salt Creek,-9795587.075606022,5159923.790866642
