Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2009,12,105,275,173,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2009,11,117,401,172,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2009,10,57,91,81,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2009,5,131,173,148,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2009,9,12,133,18,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2009,10,59,260,135,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2009,12,50,355,121,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2009,11,51,357,119,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2009,12,141,477,184,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2009,11,118,435,168,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2009,12,78,1035,161,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2009,11,151,764,349,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2009,4,107,530,292,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2009,7,14,75,31,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2009,12,47,681,174,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2009,12,132,418,188,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2009,12,132,422,185,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2009,11,127,693,261,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2009,12,76,552,172,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2009,11,58,311,144,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2009,12,63,374,159,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2009,8,157,387,259,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2009,8,26,184,94,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2009,9,96,236,136,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2009,9,14,163,17,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2009,12,102,332,149,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2009,10,132,388,178,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2009,10,114,345,170,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2009,12,92,219,148,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2009,9,123,310,191,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2009,51,72,372,144,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2009,12,49,327,140,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2009,11,51,361,120,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2009,12,109,310,170,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2009,11,12,269,105,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2009,11,104,193,162,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2009,11,116,257,166,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2009,11,106,238,161,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2009,11,128,359,186,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2009,10,57,265,131,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2009,10,90,343,138,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2009,9,107,779,202,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2009,11,117,299,163,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2009,10,81,323,124,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2009,10,49,557,179,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2009,12,101,413,120,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2009,11,15,242,64,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2009,10,53,182,107,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2009,12,130,572,186,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2009,11,119,277,167,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2009,12,78,706,170,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2009,12,126,424,199,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2008,9,22,223,51,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2008,11,77,340,182,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2008,12,117,1103,236,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2008,12,61,412,170,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2008,12,134,1096,235,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2008,12,64,532,176,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2008,10,57,296,185,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2008,12,170,686,196,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2008,11,145,761,250,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2008,12,56,86,65,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2008,10,93,185,133,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2008,9,12,376,19,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2008,12,47,487,170,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2008,11,69,343,169,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2008,12,53,462,143,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2008,11,129,523,197,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2008,12,138,966,241,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2008,12,100,631,160,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2008,11,222,665,282,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2008,5,235,1073,452,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2008,9,12,67,30,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2008,12,78,443,140,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2008,12,109,728,181,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2008,12,101,829,205,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2008,10,170,708,241,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2008,12,109,916,159,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2008,12,55,476,170,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2008,12,82,378,175,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2008,9,114,920,321,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2008,9,23,217,83,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2008,9,111,285,160,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2008,10,13,199,38,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2008,12,100,583,169,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2008,12,138,408,182,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2008,11,146,868,286,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2008,10,68,612,215,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2008,10,127,603,270,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2008,51,50,867,162,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2008,11,52,453,149,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2008,12,47,438,134,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2008,12,105,654,193,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2008,11,12,468,37,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2008,11,161,448,190,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2008,11,162,597,195,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2008,12,165,623,195,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2008,11,128,632,245,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2008,12,69,517,169,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2008,10,63,330,153,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2008,11,64,924,243,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2008,12,24,696,198,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2008,12,57,412,167,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2008,12,71,407,135,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2008,12,89,542,151,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2008,12,14,449,105,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2008,10,41,189,162,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2008,12,143,610,188,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2008,11,150,603,208,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2008,12,89,554,166,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2008,12,136,792,252,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2007,10,34,175,53,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2007,11,43,327,145,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2007,11,153,506,267,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2007,11,52,726,79,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2007,12,129,538,215,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2007,11,40,429,137,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2007,11,65,571,108,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2007,11,85,408,178,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2007,11,97,659,226,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2007,11,44,119,62,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2007,10,103,196,132,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2007,9,13,265,17,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2007,12,50,960,129,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2007,11,65,620,120,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2007,12,48,758,115,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2007,11,131,560,286,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2007,12,131,736,222,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2007,12,90,412,150,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2007,4,235,473,239,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2007,5,54,422,282,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2007,10,15,109,35,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2007,12,85,812,128,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2007,11,120,476,214,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2007,11,142,576,237,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2007,10,165,554,300,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2007,11,97,567,143,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2007,11,79,689,116,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2007,12,86,1154,133,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2007,10,114,549,369,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2007,9,36,242,81,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2007,10,97,406,142,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2007,11,14,383,19,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2007,12,94,1013,162,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2007,10,152,438,269,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2007,10,161,460,254,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2007,9,117,638,250,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2007,12,74,311,176,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2007,51,85,669,137,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2007,12,51,656,115,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2007,11,45,506,83,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2007,11,87,519,190,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2007,12,14,495,54,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2007,11,79,365,183,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2007,11,89,482,184,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2007,11,84,429,179,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2007,11,115,508,294,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2007,11,50,562,122,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2007,11,77,424,121,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2007,10,110,526,241,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2007,11,91,730,167,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2007,11,68,325,127,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2007,12,80,657,121,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2007,12,96,485,130,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2007,11,13,504,50,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2007,11,33,207,127,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2007,12,103,562,202,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2007,11,90,533,189,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2007,12,96,824,146,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2007,11,110,657,234,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2006,11,30,135,76,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2006,11,124,314,158,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2006,12,118,526,217,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2006,7,47,227,65,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2006,12,124,562,216,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2006,11,109,351,150,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2006,11,78,440,136,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2006,12,136,545,203,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2006,12,106,553,194,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2006,10,43,51,46,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2006,11,119,223,150,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2006,9,13,144,15,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2006,11,5,428,137,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2006,12,45,339,94,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2006,12,48,290,113,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2006,12,94,520,216,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2006,12,127,541,213,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2006,12,68,212,135,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2006,5,89,662,310,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
