Station Number,Station Name,Station Description,Parameter Name,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
32,Lake-Cook Road,Skokie River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,9,0.35,0.13,0.58,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,8,4.02,1.91,9.54,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,8,0.31,0.02,0.96,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,6.53,4.25,8.52,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,7.12,4.01,10.03,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,5.05,2.48,9.42,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,5.1,2.71,8.52,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,9,8.12,4.56,13.81,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,6.1,3.65,10.41,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,4.9,1.22,10.93,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,6.66,3.48,9.69,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,5.83,3.06,9.26,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,6,0.3,0.21,0.41,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,0.07,0.01,0.18,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,4.34,1.42,9.78,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,9,7.39,2.37,16.93,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,0.42,0.16,0.72,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,1.12,0.17,3.81,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,3.41,1.13,9.55,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,4.38,1.59,8.54,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,4.55,1.84,9.16,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
64,Lake Street,West Branch Du Page River at Lake Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,6,6.82,3.43,10.35,West Branch Du Page River,-9810939.89297938,5157781.364521299
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,7.18,5.49,8.7,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,1.28,0.16,4.66,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,5.15,2.27,8.81,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,5.38,1.84,9.7,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,1,0.35,0.35,0.35,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,9,7.9,4.18,12.17,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,8,0.12,0,0.41,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,7.81,1.89,14.76,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,7,0.3,0.02,0.8,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,11.83,5.97,18.17,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,0.28,0.02,0.66,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,12,4.78,1.82,8.46,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,51,5.91,2.24,11.54,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,4.5,2.05,8.96,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,11,4.53,1.28,12.81,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2010,10,4.8,0.02,8.45,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,4.38,0.97,9.01,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.67,3.55,11.66,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,3.74,0.29,9.12,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,3.82,0.94,7.8,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,4.94,0.54,12.88,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.98,0.64,14.18,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,8.14,0.87,15.98,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,5.31,2.57,8.42,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,5.48,2.03,10.38,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,2.23,0.14,15.2,West Branch Du Page River,-9809372.143319122,5162219.006850576
111,Arlington Dr.,West Branch DuPage River at Arlington Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,10.43,5.38,18.34,West Branch DuPage River,-9811547.219382191,5157233.888994125
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,9,0.39,0.03,1.23,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.83,1.51,10.92,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.17,1.4,8.49,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,7.18,3.04,13.21,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.28,1.43,8.27,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.09,1.16,7.43,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.36,1.57,7.62,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.23,1.43,7.76,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,6.26,2.24,11.63,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.07,1.32,7.72,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,9,0.22,0.05,0.44,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,0.96,0.13,4.39,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.39,0.77,9.65,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,8,0.3,0.24,0.4,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.25,3.91,8.62,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,5.65,0.29,10.28,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,6,5.75,3.11,9.24,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,5.17,2.64,8.28,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.29,4.14,11.99,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.23,3.57,7.88,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.18,1.96,8.11,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,6.42,3.91,10.28,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,5.33,3.23,7.66,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,6,0.37,0.26,0.55,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,0.1,0.02,0.22,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,2.63,1.61,5.04,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,7.31,1.92,14.48,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,0.5,0.27,0.87,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,1.85,0.29,4.96,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,2.8,1.26,5.28,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.67,1.67,9.83,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.69,2.2,8.08,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,5.98,2.88,8.17,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,2.66,0.27,6.94,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,4.51,1.69,8.87,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,5.53,0.93,10.41,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,5,0.32,0.14,0.51,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,8.86,6.19,12.86,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,1.77,0.02,14.78,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,5.97,0.01,12.66,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,0.38,0.02,1,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,10.25,0.57,18.3,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,0.34,0.12,0.93,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,3.83,1.34,7.69,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,51,5.77,2.7,13.37,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,11,4.2,1.02,9.12,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,10,4.35,1.36,8.66,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2011,12,4.16,0.05,8.06,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,11,4.88,1.21,7.85,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,7.95,4.96,10.01,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.01,0.23,9.14,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,3.44,1,5.99,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.82,2.98,11,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,7.58,4.47,12,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,5,6.16,2.25,9.01,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,5.98,2.31,8.02,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,7.84,2.96,14.4,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,11,0.39,&lt RL,1.25,West Branch Du Page River,-9809372.143319122,5162219.006850576
111,Arlington Dr.,West Branch DuPage River at Arlington Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,12.65,3.76,18.98,West Branch DuPage River,-9811547.219382191,5157233.888994125
112,Dempster St.,North Shore Channel at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,5,4.3,1.52,8.61,North Shore Channel,-9763803.492506059,5167131.2098396
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,6,0.25,0.09,0.52,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.98,3.89,13.8,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.54,2.95,13.76,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,10.19,3.43,16.17,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,7.31,2.18,15.28,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,4.5,2.21,7.23,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,7.02,2.59,13.78,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,6.38,2.73,13.16,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,6.4,3.51,10.96,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,4.4,2.72,6.39,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,4,0.2,0.06,0.39,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,6,0.47,0.27,0.91,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,4.33,3,6.77,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,5,0.17,0.02,0.31,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,6.87,4.96,9.22,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,6,7.59,5.02,9.36,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,6,5.33,2.15,8.22,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.72,2.15,8.68,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,12,8.29,4.89,14.1,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,8.1,5.59,11.88,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,11,5.25,1.38,9.88,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,7.36,4.58,8.37,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,13,6.54,0.1,11,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,6,0.35,0.26,0.45,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,0.06,0.02,0.12,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.34,2.88,8.61,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,11.18,4.24,16.39,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,0.55,0.28,0.7,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,10,1.87,0.22,4.27,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,11,4.49,1.8,11.52,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,7,5.38,3.02,10.15,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2012,10,5.1,2.91,10.07,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
