Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.3,0.12,0.48,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.36,0.06,0.69,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,112,North Shore Channel at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.09,0.02,0.21,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.15,0.02,0.51,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.31,0.14,0.58,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.18,0.07,0.32,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.28,0.03,0.75,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.4,0.16,1.53,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.14,0.05,0.28,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.14,0.01,0.39,Little Calumet River,-9753472.181457821,5108772.571885121
Lincoln Street,127,Weller Creek at Lincoln Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,3,0.17,0.12,0.26,Weller Creek,-9791310.180190712,5169842.130070917
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2021,48,0.47,0.13,2.1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.48,0.1,1.36,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.12,0.02,0.32,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.11,0.05,0.3,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2021,14,0.65,0.14,1.92,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.24,0.11,0.38,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.59,0.19,2.18,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.37,0.19,0.66,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.61,0.14,1.5,North Shore Channel,-9763880.193364626,5162772.158302309
Washington Avenue,128,Salt Creek at Washington Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,3,0.12,0.1,0.13,Salt Creek,-9778632.442307537,5135217.403079835
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2021,10,0.21,0.03,0.37,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,11,0.26,0.07,0.69,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.11,0.04,0.34,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2021,12,0.34,0.12,0.84,North Branch Chicago River,-9762427.895694703,5155720.021993471
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,5,-0.03,&lt RL,0.07,Calumet River,-9748530.69045206,5110104.230203494
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.09,&lt RL,0.2,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,0.29,0.08,0.53,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,111,West Branch DuPage River at Arlington Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.26,0.1,0.45,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,14,0.17,0.07,0.28,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.11,0.04,0.21,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.1,0.04,0.23,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,14,0.2,0.07,0.52,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,0.29,0.12,0.55,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,9,0.2,0.01,0.28,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,112,North Shore Channel at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.07,0.02,0.15,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,9,0.17,0.03,0.6,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.47,0.06,1.94,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.1,0.02,0.19,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,9,0.18,&lt RL,0.29,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,0.33,0.15,1.22,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.09,0.05,0.15,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,9,0.18,&lt RL,0.38,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2020,38,0.36,0.14,1.43,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,0.45,0.18,0.88,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.04,0,0.11,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.09,0.03,0.15,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,0.18,0.01,0.29,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2020,5,0.16,0.07,0.21,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.5,0.14,1.71,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,7,0.38,0.13,0.55,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.69,0.13,2.06,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2020,8,-0.02,&lt RL,0.39,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.48,0.11,2.45,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.09,0.01,0.21,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2020,10,0.98,0.07,4.33,North Branch Chicago River,-9762427.895694703,5155720.021993471
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,12,0.11,&lt RL,0.33,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,9,0.8,0.38,1.42,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,111,West Branch DuPage River at Arlington Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.28,0.07,0.52,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.17,0.09,0.4,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.11,0.03,0.32,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.23,0.03,1.42,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.17,0.07,0.29,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.49,0.16,1.09,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.26,0.14,0.45,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,112,North Shore Channel at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.07,&lt RL,0.14,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,12,0.22,0.02,0.56,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2019,12,0.72,0.13,3.54,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.15,0.01,0.39,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.2,0.08,0.3,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.73,0.15,2.29,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.2,0.01,0.65,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.15,0.02,0.34,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2019,48,0.64,0.01,3.48,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2019,9,0.46,0.21,1.08,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.07,0.02,0.11,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.1,0.01,0.28,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2019,10,0.26,0.03,0.55,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.24,0.09,0.43,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.7,0.25,1.88,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,12,0.8,0.13,1.83,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2019,11,0.26,0.04,0.67,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,9,0.26,0.16,0.4,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2019,4,0.11,0.02,0.26,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2019,8,0.7,0.27,1.86,North Branch Chicago River,-9762427.895694703,5155720.021993471
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,9,0.11,0.04,0.24,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,11,0.89,0.22,2.38,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,111,West Branch DuPage River at Arlington Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.42,0.12,0.85,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.24,0.09,0.51,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,10,0.11,0.02,0.25,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,11,0.16,0.01,0.32,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.21,0.09,0.36,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.55,0.22,0.9,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.33,0.15,1.02,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,112,North Shore Channel at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2018,8,0.1,&lt RL,0.22,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.11,0.01,0.18,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2018,9,0.4,0.17,0.81,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,9,0.13,0.03,0.4,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.28,0.12,1.03,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.47,0.17,1.37,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,10,0.11,&lt RL,0.3,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.19,0.02,0.61,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2018,50,0.54,0.17,1.5,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2018,10,0.51,0.2,0.74,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.08,0,0.18,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,10,0.08,&lt RL,0.15,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.33,0.07,0.84,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,10,0.25,0.08,0.46,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.66,0.16,1.64,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2018,11,0.98,0.06,2.07,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.34,0.03,0.82,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,12,0.29,0.06,1.2,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2018,5,0.11,0.01,0.19,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.08,&lt RL,0.17,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,1.47,0.08,4.2,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,111,West Branch DuPage River at Arlington Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,0.57,&lt RL,2.01,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.15,0.06,0.31,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,0.1,0.04,0.17,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,0.11,0.02,0.24,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.23,0.02,0.93,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.3,0.15,0.56,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,0.63,0.15,1.31,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Dempster St.,112,North Shore Channel at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.27,&lt RL,1.39,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2017,12,0.11,0.01,0.28,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.8,0.19,1.68,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2017,3,0.13,0.09,0.2,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2017,11,0.24,0.07,0.45,Little Calumet River,-9756147.689317683,5109826.122291395
